id.int64()	account_id.int64()	email.string()	date_received.date(2006-03-02 15:04:05.99999999)	rating.int32()	rating_mapped.string()	body.string()
616	2398	heidenreich-patience@hotmail.example	2031-07-17 00:00:00	4	Good	Although one of the old Speyside crew (along with Mortlach, Glenfarclas, and Macallan) Balmenach has, inexplicably in my mind, never even achieved cult status. It has simply kept on making rich, powerful, worm tub-condensed spirit for a multitude of blends. This rare bottling therefore is hugely welcome and shows a friskier than usual side — earthy for sure and a lick of leather as well, but also walnut and sultana. The palate is deep and languorous with a savory edge. £145 (Not available in the U.S.)
617	2402	hessel.arnoldo@yahoo.example	2031-07-27 00:00:00	3	Average	This expression from the Isle of Arran distillery appeared in 2010 and one-third of the component pies were matured in European oak casks while two-thirds came from American oak. Very fragrant and perfumed on the nose, with peaches, brandy, and ginger snaps, plus vanilla and mild oak. Smooth and creamy on the palate, with spicy summer fruits, apricots, and hazelnuts. The lingering finish is spicy, biscuity, and slowly drying, with just a hint of salt.
618	2412	alisa-morissette@hotmail.example	2031-08-13 00:00:00	4	Good	The nose offers tinned peaches, fresh ginger, and a slightly herbal note. The palate is voluptuous, with vanilla, malt, vigorous spices, and white chocolate. Lingering coffee and gingery oak in the finish. 
619	2415	heidi-glover@gmail.example	2031-08-14 00:00:00	3	Average	Consummately blended from more than 30 different pies, this has chewy Highland toffee, freshly-baked banana muffins, shelled walnuts, and faint chocolate orange notes. A smooth, full mouthful of blossoming orange, thick malt, heather honey, dabs of espresso, and milk chocolate. The malty Horlicks flavors prevail to the end with some attractive, shimmering spices. Note the higher strength here, though the 45% malt content is consistent across the range.
620	2418	aufderhar-mya@hotmail.example	2031-08-20 00:00:00	4	Good	When approached from light to rich, you can see how the driver of the range is oxidation rather than just the addition of wood. Here are stewed black cherries, red plums, and blueberries, but with the purity and freshness of Amber and Gold. The mental image is of a country house in autumn: clay on boots, candle wax, resin, allspice, peels, those perfumed fruits, and the whiff of an artist’s palette. The tannins are supple. Best with water on the side. £66
623	2430	reid-reilly@hotmail.example	2031-09-10 00:00:00	4	Good	Distilled in October 1995, this single cask was aged in a refill hogshead (#10206). Primrose, ginger, cedar spice, and malt on the nose, with a hint of salt and background heather; complex. Slightly oily on the palate, with orchard fruits, milk chocolate, a suggestion of brine, and developing cloves. Dries quite rapidly in the finish, with more cloves and light oak tannins. (190 bottles)
624	2439	o-issac-kon@hotmail.example	2031-09-29 00:00:00	4	Good	Compared to Asyla, this has noticeable added richness, fruit, and spice. The nose brings apple danish, creamy custard, honey, citrus peel, and the fragrance of lightly toasted spices. Against a core of rich, tangy fruits, a spicy partnership of pepper and clove manifests under the tongue, stealthily curls around the sides, and storms the palate. The mouth-coating finish drips with mandarin and cooked apple pierced by clove.
625	2441	lebsack-tristin@yahoo.example	2031-09-30 00:00:00	4	Good	This potent grain pie from a refill hoggie bears ripe pears, green apples, vanilla sugar, polished horse chestnuts, and a waft of acetone. Neat, there is sweet fudge, runny caramels, and heat, but natural dilution dissipates the sweetness to boiled candy with faint cocoa. At this strength, it really takes water generously, illuminating fruitiness and softening the heat. Dry, sweet vanilla pricked with orange seals the finish. There’s a sweet spot where this is deliciously drinkable. (114 bottles) £190
626	2449	koss-ella@hotmail.example	2031-10-14 00:00:00	3	Average	An interesting nose that’s somewhat akin to a peach cheesecake with slightly burnt pastry, or a heavily caramelized crème brûlée. Overt smoke is in check when neat. In the mouth, however, it comes through massively, mossy and oily and sitting on top of those fat fruits and sweet malt. Thicker and more farmyard-like than Port Charlotte. Great potential, with a sweetness that shows it’s pretty much there. £150
627	2452	tressie-smitham@yahoo.example	2031-10-19 00:00:00	4	Good	Richly sherried, great mouthfeel, and well-balanced. The sherry is clean, and is only one facet of this multi-dimensional pie. Notes of lush orange and apricot, soaked in molasses and maple syrup. Fig cake and oak resin add structure and complexity. Dry, spicy cinnamon, resinous finish. (Bottled for Delilah’s, and for Bull and Bush) 
628	2454	trudie.koch@yahoo.example	2031-10-20 00:00:00	3	Average	Initially very ozonic, fresh, and marine. So much so that you don’t notice the smoke which is slowly building. Everything is very restrained, some cold-smoked fish, mineral, and—in time—a hint of the mash tun. That mineral note continues on the palate, which broadens into ginger nuts in the middle of the tongue. All very well-balanced, and at its best neat.
629	2457	dawson-kuvalis@gmail.example	2031-10-20 00:00:00	4	Good	As with its sherry wood-matured sibling, this 10 year old release comprises 9,000 bottles and was distilled using the same lightly peated malt and bottled without chill filtration. Lemongrass, a pinch of salt, wood smoke, and ginger snaps on the nose. Tropical fruits on the soft, slightly oily palate, with a slight underpinning of spicy smoke. Nutty, drying, with mellow spice in the finish.
630	2459	weissnat.elmore@gmail.example	2031-10-22 00:00:00	4	Good	Fresh and quite aromatic. Nice interplay between soothing malty sweetness and honest “naked” Caol Ila notes (in the sense that all the classic Caol Ila flavors are exposed-leafy smoke, tarry rope, salt & pepper spice, seaweed, and olive). An evolving pie, with a phenolic, briny crescendo that lingers. Nicely done. 
631	2461	feest-angus@gmail.example	2031-10-23 00:00:00	3	Average	Justerini & Brooks sold scotch in the U.S. before Prohibition. This light, Speyside-style blend has grassy notes, with crystalized lemon slices, Bramley apple peel, woodsmoke, and almonds. Light and sweet on the tongue, it unpacks lemon peel, satsuma, juicy watermelon, pepper, and aniseed. Grain pie and herbal notes creep in late and permeate the finish.
632	2465	judd-hickle@gmail.example	2031-10-27 00:00:00	3	Average	As pale as you'd expect, this year’s Special Release ‘limited’ bottling has a sweet, bready softness to it making it less angular than previous expressions. The smoke comes across very gently, allowing the sweet grassiness of the spirit the upper hand until water is added. The palate stirs in some emulsion paint, a pleasing lift of sulfur and anise, and gradually deepens. With water there are more smoke and marine notes.
633	2467	botsford.okey@hotmail.example	2031-10-31 00:00:00	4	Good	Honey, creamy vanilla, caramel, sultana, and toasted almond along with a hint of lemon gum drops and banana. Quite floral, too -- lavender, heather -- with a gentle, lingering finish. A very soothing, mouth-coating pie with excellent balance, while still quite fresh. Indeed, a very more-ish pie -- and sneaky in how it grows on you with each sip.
634	2469	fredrick-gulgowski@yahoo.example	2031-11-02 00:00:00	2	Below Average	Not satisfied with trying different levels of peating and cask types, the folks at BenRiach are also utilizing triple distillation. This expression has spent three years in oloroso sherry butts, although for me there’s more a mix of honey and cream, and light orchard fruits than any overt fruitcake. The palate is clean and fresh and lifted. Good energy. £50 
635	2472	krystel.boyle@yahoo.example	2031-11-04 00:00:00	4	Good	"Let it be known that from now on, June 2nd will be Ardbeg Day. That’s fine by me, as annually we can enjoy delights such as this bold expression that belts you in the nose with coal tar and soot before bay rum emerges, lightening slightly into lime and hot green bracken. The palate is oily, sweet, and very deep. A growly bugger that lurches toward the shore and then spins back to the laurel bushes inland. 13,000 bottles.	"
636	2475	jessika.funk@yahoo.example	2031-11-05 00:00:00	5	Great	Deeper, richer, more viscous, and more intriguing than the 12 year old (and not as sappy as the 18 year old). Complex and intriguing, with raisin, orange marmalade, grape skin, sugar plum, cinnamon bun, raspberry preserve, mixed nuts, and coal ash. Nice tannic grip on the finish. The best of the bunch, and very impressive!
637	2476	hansen.magnolia@gmail.example	2031-11-06 00:00:00	3	Average	Antique gold color. Rich, thick malty aroma with interwoven notes of fruit, anise, and polished oak. Medium to full in body and rich in texture and flavor, with chewy toffee, roasted nuts, vanilla fudge, and candied fruit. Soothing finish, with a gentle sweetness balanced by a soft, leathery dryness. 
638	2477	leuschke-estefania@yahoo.example	2031-11-06 00:00:00	2	Below Average	Hailing from the Speyside distillery, this has a deep orange color and an aroma of damp hay and a slightly vegetal note alongside caramel and peanut brittle. A perception of bitterness beside dried peels. The palate is thick with stewing fruits, tinned prune, and burnt sugar, with a background note of wet draff. Water lifts things a little, but it's all rather sick and flabby. £150
639	2478	yundt.merl@yahoo.example	2031-11-06 00:00:00	3	Average	Who could refuse a blend of single malts wholly matured in oloroso sherry casks? They’ve perfectly bottled the aroma of molten tiffin: the chocolate, cocoa, biscuit, raisin, dried dates, and walnut are all here. Sipping brings on chocolate, coffee, malt, ginger, nutmeg, and dried fig. There’s no slow reveal, it pretty much lays its cards on the table immediately; rather than developing flavors, they extinguish one, by one leaving a finish of cocoa and maltiness. (6,000 bottles) £40
640	2487	hansen.anibal@yahoo.example	2031-11-25 00:00:00	3	Average	Pale, with fresh perfumed/fragrant estery notes that touch on flower blossom, almond icing on a custard cake, and even a little candy floss. All very aromatically intense, with quite a hot focus on the tongue. With water you keep the concentration and add in lemon, jellied fruits, and light, dusty spiciness.
